"PricePerNight","Region","UserIncome","Booked?","Nights"
267,"Las Vegas",97684,1,3
414,"Chicago",70705,1,5
326,"Hawaii",147231,0,0
634,"Washington",61753,0,0
522,"Miami",61119,0,0
394,"Washington",98515,0,0
372,"Washington",123000,0,0
523,"New York",26449,0,0
312,"Chicago",58923,0,0
516,"Chicago",133555,0,0
365,"Miami",159617,0,0
553,"Miami",53491,0,0
502,"Chicago",28065,0,0
498,"Washington",102992,1,3
331,"Hawaii",192000,1,5
391,"Las Vegas",111650,0,0
590,"Washington",196415,1,2
521,"New York",199747,0,0
337,"New York",38100,0,0
470,"Washington",137970,1,1
369,"Washington",81138,1,1
468,"Hawaii",170262,1,1
483,"Hawaii",163894,1,3
544,"Las Vegas",187033,0,0
290,"Las Vegas",74562,1,4
551,"Hawaii",146963,1,3
297,"Washington",31659,1,4
423,"Las Vegas",85107,0,0
506,"Hawaii",32381,0,0
357,"Hawaii",75356,1,3
218,"Las Vegas",69526,0,0
609,"Las Vegas",55464,0,0
242,"New York",55241,0,0
435,"Hawaii",78558,1,4
572,"Las Vegas",118426,1,2
359,"Hawaii",152162,0,0
447,"Chicago",192248,1,1
277,"New York",29445,0,0
320,"New York",124602,0,0
473,"Chicago",195890,1,1
485,"New York",47879,1,5
493,"Las Vegas",127759,0,0
612,"Hawaii",101403,1,2
257,"Washington",78554,1,3
554,"New York",82681,1,4
240,"Washington",50582,1,5
473,"New York",111794,1,2
458,"Chicago",152961,0,0
485,"Miami",120359,0,0
293,"Chicago",33381,0,0
414,"Hawaii",80254,1,4
610,"Las Vegas",143505,0,0
273,"Washington",178201,1,5
260,"New York",73319,1,4
538,"Las Vegas",111139,1,4
227,"Miami",153050,1,2
402,"Miami",99852,1,1
412,"Las Vegas",127824,1,3
236,"Miami",190226,1,1
506,"Miami",101663,0,0
323,"Miami",173249,0,0
453,"Las Vegas",87474,1,2
358,"Chicago",99756,1,1
403,"Washington",77598,0,0
544,"Hawaii",113819,0,0
491,"Washington",146127,0,0
592,"New York",30552,0,0
300,"Chicago",47353,0,0
263,"Las Vegas",80954,1,2
465,"Hawaii",102950,1,3
526,"Chicago",97608,1,5
291,"Washington",65843,0,0
468,"Chicago",192113,1,4
295,"New York",42016,1,3
312,"Miami",129494,1,3
444,"Washington",65650,0,0
305,"Miami",74724,1,3
497,"Washington",65243,1,1
250,"Las Vegas",42361,1,1
287,"Washington",183391,1,2
565,"Chicago",95159,1,1
227,"Miami",52428,1,3
507,"Miami",68500,0,0
269,"Miami",160395,1,4
267,"Hawaii",141924,1,1
210,"Chicago",191499,1,4
362,"Miami",104468,1,3
448,"New York",31225,1,1
268,"Hawaii",186757,1,2
524,"Miami",26620,0,0
444,"Hawaii",187037,1,3
634,"Washington",158960,0,0
626,"New York",68083,0,0
283,"Las Vegas",158792,1,4
418,"Las Vegas",90179,0,0
343,"Hawaii",198694,1,5
572,"Chicago",70730,1,4
406,"Washington",64043,0,0
636,"Washington",74966,1,2
467,"Chicago",114493,1,5
645,"Washington",67646,0,0
296,"Washington",41066,0,0
243,"Hawaii",122963,1,3
571,"New York",124718,0,0
327,"Hawaii",176109,1,2
358,"Miami",92804,1,3
499,"Hawaii",174540,1,2
577,"Chicago",182616,1,5
512,"Las Vegas",65805,0,0
223,"Chicago",176161,1,4
422,"Washington",76298,0,0
396,"Hawaii",130324,1,5
607,"Miami",123480,0,0
486,"Chicago",169952,0,0
321,"Miami",113856,1,2
340,"Washington",89483,1,3
409,"New York",142984,1,1
342,"Las Vegas",165213,1,4
531,"Washington",46142,1,5
318,"Miami",60224,1,3
566,"Las Vegas",29328,0,0
444,"Chicago",170087,1,3
633,"Hawaii",120924,1,1
603,"New York",62429,1,2
412,"Miami",131734,1,5
269,"Hawaii",41658,1,5
312,"Las Vegas",169878,1,1
407,"Miami",125306,1,1
463,"Hawaii",69706,1,5
342,"Miami",121186,0,0
297,"Washington",171851,1,4
615,"Miami",170113,0,0
577,"Las Vegas",134207,1,3
638,"Washington",171071,0,0
261,"Chicago",132866,1,3
511,"New York",181228,1,5
644,"Hawaii",151990,0,0
437,"New York",122224,1,3
567,"Miami",98240,1,3
611,"New York",172943,0,0
355,"Miami",92523,0,0
345,"New York",53852,1,5
287,"Miami",64396,0,0
415,"Chicago",142724,0,0
568,"Hawaii",61507,1,1
584,"Miami",105491,0,0
610,"Miami",70598,0,0
444,"Chicago",113623,1,4
206,"New York",45126,1,2
343,"Las Vegas",76568,1,1
637,"Miami",44293,0,0
458,"Miami",37075,0,0
334,"Washington",198096,1,2
347,"New York",145682,1,3
262,"Miami",174449,1,2
636,"Miami",163520,0,0
443,"Miami",138385,0,0
358,"Washington",133062,1,1
357,"Las Vegas",31854,0,0
572,"New York",171731,1,5
606,"Hawaii",149223,0,0
425,"Miami",199365,0,0
536,"Miami",163490,0,0
609,"Hawaii",198771,1,3
312,"Miami",66885,1,2
571,"New York",123689,1,2
545,"Las Vegas",66616,0,0
316,"Miami",71845,0,0
379,"Las Vegas",49465,1,2
475,"New York",101700,0,0
417,"Washington",132465,0,0
399,"New York",47525,0,0
446,"New York",181994,1,4
512,"Las Vegas",127257,0,0
411,"Washington",144903,1,3
417,"Washington",138987,0,0
264,"Hawaii",107342,1,5
506,"Chicago",46117,0,0
630,"Washington",99994,0,0
404,"Hawaii",119828,0,0
308,"Las Vegas",40237,0,0
574,"Miami",166141,1,2
284,"Washington",90401,1,1
480,"Miami",117858,1,3
236,"Hawaii",159097,1,4
242,"Miami",77806,1,2
505,"Miami",71364,1,2
421,"Las Vegas",169908,1,2
283,"New York",113928,1,5
366,"Chicago",43026,0,0
345,"Miami",84972,0,0
591,"Hawaii",136660,1,4
449,"Miami",145225,1,3
256,"New York",121246,0,0
358,"Las Vegas",166962,1,1
209,"Washington",118460,0,0
385,"Washington",138098,1,4
506,"Washington",27485,0,0
449,"Washington",194810,1,1
572,"Miami",153321,0,0
549,"New York",93457,1,5
504,"Hawaii",113657,1,3
639,"Hawaii",80409,1,2
610,"Hawaii",137837,0,0
274,"Hawaii",46412,0,0
567,"Hawaii",66125,0,0
587,"Hawaii",171084,0,0
279,"Hawaii",29280,1,4
559,"Hawaii",88520,1,4
571,"New York",152774,1,4
201,"New York",152997,1,4
325,"Washington",72040,0,0
414,"Washington",80247,0,0
589,"Las Vegas",33006,0,0
518,"Las Vegas",165027,0,0
578,"Miami",195033,1,4
628,"Washington",131647,1,1
416,"Miami",156133,0,0
236,"New York",140849,1,1
586,"Washington",125931,0,0
388,"Hawaii",109030,1,4
377,"Miami",177749,1,4
208,"Las Vegas",91443,0,0
580,"Hawaii",33549,0,0
509,"Las Vegas",76811,0,0
205,"New York",147358,1,4
599,"Hawaii",28786,0,0
266,"Hawaii",116698,0,0
443,"Las Vegas",158201,0,0
451,"Las Vegas",109496,1,3
543,"Miami",158395,0,0
337,"New York",147271,1,4
280,"Miami",120600,1,5
202,"New York",134389,1,4
589,"Miami",47059,1,5
291,"New York",138399,1,1
417,"Hawaii",59674,0,0
626,"Hawaii",81717,0,0
460,"Las Vegas",127087,1,4
251,"Las Vegas",111828,1,1
437,"Washington",123115,1,1
455,"Miami",44217,0,0
506,"Las Vegas",122589,1,4
340,"New York",125112,1,1
508,"Chicago",97293,0,0
428,"Hawaii",110344,1,2
559,"Washington",112093,0,0
393,"Miami",68436,0,0
556,"Washington",185710,1,4
401,"Chicago",77074,1,5
623,"Hawaii",68146,0,0
403,"Las Vegas",125255,1,4
546,"Miami",123463,1,4
207,"Miami",130202,1,5
420,"Las Vegas",170328,1,3
425,"Las Vegas",114100,0,0
213,"Washington",52392,1,5
448,"Washington",99522,1,5
444,"Washington",67254,1,2
497,"New York",153758,1,5
229,"Washington",187246,1,3
611,"New York",109595,1,5
585,"Washington",97550,0,0
432,"New York",160378,1,2
265,"Washington",141216,1,1
473,"Washington",43179,1,3
339,"Washington",46834,0,0
235,"New York",87619,0,0
573,"Hawaii",58134,0,0
443,"Hawaii",198553,1,4
277,"Miami",102908,1,4
227,"Washington",112888,1,1
522,"New York",105216,1,4
640,"Miami",152570,0,0
249,"Las Vegas",174524,1,5
362,"New York",198668,0,0
236,"Miami",164428,1,4
487,"Washington",125978,1,1
540,"Miami",53671,1,3
502,"Hawaii",135682,1,3
514,"New York",128470,0,0
243,"New York",106586,1,5
440,"Washington",164700,0,0
506,"Hawaii",178316,1,1
285,"Miami",131297,1,3
264,"New York",31726,1,4
486,"Washington",150402,1,3
505,"Hawaii",86781,1,2
592,"Miami",198984,1,5
321,"Chicago",77538,1,3
397,"Miami",43074,1,5
312,"Miami",169560,0,0
552,"Las Vegas",82902,1,5
497,"Washington",74696,1,1
561,"Las Vegas",161716,1,5
489,"Chicago",195957,1,2
421,"New York",197078,1,2
381,"New York",63855,1,4
464,"Washington",83789,0,0
304,"Las Vegas",124854,1,3
352,"Hawaii",63969,0,0
460,"Chicago",124166,1,3
313,"Hawaii",29980,1,1
416,"Las Vegas",58640,0,0
375,"Miami",138710,1,3
574,"New York",103671,1,3
208,"Washington",93922,1,1
319,"Miami",182198,0,0
464,"Miami",41553,1,3
403,"Las Vegas",146076,1,5
599,"New York",54051,1,1
645,"Hawaii",160438,1,3
516,"New York",71363,0,0
245,"Hawaii",140376,0,0
618,"Washington",62848,0,0
481,"Miami",81021,0,0
423,"Las Vegas",89809,1,5
497,"Las Vegas",124504,0,0
211,"Miami",176768,1,1
347,"Miami",53435,0,0
337,"Las Vegas",36173,0,0
308,"Las Vegas",118819,1,5
328,"Miami",161782,0,0
233,"Las Vegas",84164,0,0
575,"Las Vegas",52357,0,0
235,"Hawaii",199321,1,3
530,"Washington",92301,1,3
378,"Las Vegas",145143,1,3
629,"Las Vegas",55715,1,3
603,"Miami",186326,1,1
373,"Miami",160801,1,4
435,"Washington",68612,1,4
558,"Las Vegas",105717,1,2
623,"Las Vegas",116580,1,1
365,"New York",128265,1,4
323,"Las Vegas",137479,1,4
328,"Washington",167010,1,3
523,"Washington",139703,1,1
497,"Las Vegas",151874,1,4
447,"New York",130605,1,5
291,"New York",176287,1,3
489,"Hawaii",185434,0,0
586,"Miami",184644,1,1
462,"Chicago",136121,1,3
487,"Miami",36242,0,0
552,"New York",32679,0,0
399,"New York",93905,0,0
424,"New York",186660,1,5
305,"Hawaii",175725,0,0
575,"Washington",90331,0,0
270,"Washington",182851,1,5
510,"Hawaii",59789,0,0
203,"Las Vegas",105337,1,4
423,"Washington",136557,1,4
523,"Las Vegas",124189,1,2
405,"Hawaii",148145,0,0
364,"New York",138884,1,1
245,"Miami",124799,1,3
322,"Las Vegas",30873,1,1
316,"Miami",86296,1,1
578,"New York",66369,0,0
378,"Miami",177757,0,0
646,"Las Vegas",180315,1,2
571,"Miami",190242,1,2
420,"New York",191498,1,4
554,"Chicago",131783,1,2
460,"Las Vegas",104728,0,0
295,"Miami",158719,1,5
563,"Miami",139455,1,3
343,"New York",109308,1,4
626,"Miami",178396,0,0
631,"Washington",29858,0,0
467,"Las Vegas",189165,1,2
236,"Miami",57823,0,0
413,"Las Vegas",126488,0,0
457,"Las Vegas",33796,1,2
442,"Las Vegas",84016,0,0
474,"Las Vegas",177226,1,4
457,"Las Vegas",184693,1,5
339,"Washington",118762,1,4
487,"Miami",56657,0,0
238,"Las Vegas",136579,1,5
308,"Las Vegas",188228,1,5
356,"Hawaii",45835,1,4
380,"Hawaii",95620,1,2
648,"Las Vegas",154908,0,0
219,"Hawaii",109776,1,4
405,"New York",195015,1,4
387,"Miami",167153,1,2
385,"New York",78393,1,4
337,"Hawaii",197757,1,4
457,"New York",146756,0,0
557,"Hawaii",184901,1,5
255,"New York",67992,1,2
416,"Miami",26409,0,0
548,"Washington",118965,1,3
277,"Miami",38646,1,3
544,"Hawaii",57299,0,0
334,"Miami",99601,1,4
364,"Hawaii",84737,1,4
365,"New York",192353,1,4
436,"Miami",184288,1,5
263,"Miami",82660,1,5
338,"Hawaii",110409,1,3
578,"New York",53126,0,0
540,"New York",113355,1,4
467,"New York",145907,1,4
222,"Las Vegas",27573,1,3
503,"Miami",80159,1,5
385,"Washington",69822,1,2
226,"New York",48692,1,2
530,"New York",62749,0,0
249,"Chicago",72540,0,0
629,"Washington",64764,0,0
332,"New York",100770,1,1
282,"Washington",155203,1,5
603,"Miami",56769,0,0
259,"New York",180766,1,1
360,"Washington",157161,0,0
406,"Las Vegas",33728,0,0
593,"Washington",121340,1,3
415,"Hawaii",131425,1,1
511,"Las Vegas",43286,1,1
549,"Hawaii",28706,0,0
393,"Miami",102684,1,3
405,"Chicago",47543,0,0
308,"New York",34102,1,5
327,"Chicago",154931,0,0
611,"Las Vegas",114031,1,4
637,"Miami",112002,0,0
527,"Las Vegas",146548,1,3
367,"Las Vegas",44930,1,2
421,"Washington",27602,1,2
565,"Washington",26403,0,0
452,"Chicago",38303,0,0
547,"New York",154330,1,2
320,"Miami",148297,1,2
349,"Miami",151096,1,1
636,"Miami",71045,0,0
628,"Miami",195531,1,2
525,"New York",138638,0,0
256,"Miami",184422,1,3
568,"Miami",125069,1,3
278,"New York",94509,1,5
272,"New York",119929,1,4
595,"New York",102847,1,4
227,"New York",43105,1,1
227,"New York",99357,1,5
639,"New York",28555,0,0
532,"Chicago",86036,0,0
438,"Las Vegas",69904,0,0
460,"New York",29376,0,0
332,"Chicago",102667,1,4
547,"New York",143782,1,1
412,"Hawaii",114122,1,4
552,"Miami",164210,0,0
342,"Hawaii",157925,0,0
314,"Miami",60504,1,1
582,"New York",50106,0,0
311,"New York",76442,0,0
542,"Miami",32042,0,0
557,"Chicago",105115,0,0
645,"Hawaii",181723,1,2
566,"Las Vegas",38410,1,3
240,"Las Vegas",135509,1,3
260,"Washington",67835,1,2
365,"Hawaii",84277,1,5
249,"Miami",55918,1,1
510,"Las Vegas",135703,0,0
264,"Hawaii",61996,1,4
628,"Miami",96410,0,0
422,"Washington",147096,1,1
269,"New York",148284,1,2
421,"Chicago",154910,1,2
429,"Hawaii",141823,1,2
646,"Las Vegas",116899,0,0
356,"Washington",153092,1,3
517,"New York",87446,1,5
226,"Hawaii",42181,1,4
398,"New York",99224,1,4
264,"New York",50610,1,2
334,"New York",197591,1,2
254,"Miami",100974,1,3
333,"Miami",102036,1,5
216,"Washington",85899,1,1
320,"Hawaii",84702,1,4
467,"Washington",199513,0,0
262,"Las Vegas",100034,0,0
454,"Las Vegas",177677,0,0
456,"Las Vegas",77035,0,0
545,"Las Vegas",38617,1,4
200,"Miami",126971,1,4
603,"Washington",117987,0,0
255,"Hawaii",170747,1,4
212,"Hawaii",180427,1,4
578,"Miami",124083,1,4
352,"Hawaii",52271,1,3
452,"Washington",74619,0,0
260,"Las Vegas",195895,1,1
520,"Washington",133326,0,0
453,"Chicago",37358,0,0
325,"Las Vegas",68294,1,3
577,"Las Vegas",50689,1,2
614,"Las Vegas",58258,0,0
491,"Chicago",100623,1,5
372,"Chicago",156513,1,3
410,"Miami",116734,0,0
525,"Washington",163187,1,1
362,"Las Vegas",124682,1,5
427,"New York",104014,1,3
433,"Washington",25678,0,0
508,"Washington",56665,0,0
561,"Las Vegas",56456,0,0
348,"Las Vegas",171204,1,1
568,"Hawaii",39334,0,0
602,"Las Vegas",160739,1,2
494,"Chicago",191246,1,2
336,"Las Vegas",192818,1,2
591,"Las Vegas",104123,1,2
649,"Washington",130866,1,5
434,"New York",140036,0,0
396,"New York",180782,1,4
618,"Las Vegas",155697,0,0
448,"Hawaii",37510,1,4
271,"Chicago",81249,1,3
320,"Chicago",172576,1,5
474,"Washington",115861,0,0
546,"Las Vegas",44673,0,0
216,"Miami",98124,1,1
459,"Chicago",75201,0,0
506,"Washington",191263,1,3
532,"Las Vegas",145718,1,1
204,"New York",47473,0,0
543,"Miami",127761,1,3
374,"Miami",43804,0,0
299,"New York",50701,0,0
439,"Hawaii",128362,1,1
558,"Miami",96428,1,3
512,"New York",141858,1,1
253,"Miami",121617,1,5
324,"Chicago",62660,1,1
452,"Washington",73492,0,0
329,"New York",85730,1,1
569,"New York",122112,1,1
434,"New York",47378,0,0
225,"Washington",62633,1,1
328,"Miami",137499,1,1
348,"New York",139603,1,4
507,"Hawaii",104446,1,3
355,"Las Vegas",162006,1,2
518,"Washington",115518,1,3
209,"New York",163900,1,3
250,"Hawaii",54546,0,0
389,"Washington",58342,1,4
368,"Las Vegas",33261,1,4
614,"Washington",129041,0,0
602,"Hawaii",30500,0,0
236,"Las Vegas",76251,1,2
337,"Chicago",162658,1,5
261,"Chicago",61696,1,5
320,"Washington",78531,1,2
356,"Hawaii",64545,1,4
575,"Las Vegas",32101,1,2
414,"Miami",96822,1,4
248,"Las Vegas",75800,1,1
444,"Las Vegas",139603,0,0
354,"Las Vegas",180192,1,3
459,"Miami",44565,1,2
315,"Chicago",87888,1,2
376,"New York",138893,1,3
230,"New York",192475,1,4
646,"Las Vegas",33621,0,0
379,"Las Vegas",193424,1,3
347,"New York",128036,1,4
462,"Miami",104834,1,5
241,"Miami",95025,1,4
313,"Las Vegas",104823,1,3
226,"Miami",46549,1,1
407,"Washington",117746,1,5
389,"Miami",134935,1,5
502,"Hawaii",188643,1,2
333,"Las Vegas",64093,0,0
463,"Chicago",142794,1,3
584,"Chicago",158873,1,3
331,"Miami",58182,0,0
392,"Chicago",44255,0,0
292,"Miami",139113,1,3
439,"New York",26525,1,2
493,"Hawaii",101510,1,3
224,"Miami",99537,0,0
572,"Miami",107333,1,2
382,"Washington",123906,0,0
393,"Miami",89951,1,5
377,"Miami",143413,0,0
267,"Las Vegas",67961,1,1
236,"Chicago",175935,1,1
204,"Miami",97207,1,2
281,"New York",199389,1,1
263,"Washington",108112,1,5
286,"Las Vegas",195453,1,2
311,"New York",47117,0,0
558,"Miami",140930,1,2
599,"Chicago",116284,0,0
520,"Chicago",101755,0,0
457,"Hawaii",96306,0,0
540,"Miami",196124,1,4
481,"Miami",54049,0,0
614,"Las Vegas",151287,0,0
434,"Chicago",160114,0,0
368,"Hawaii",70405,1,1
299,"Miami",60015,1,1
597,"Washington",156126,0,0
512,"Hawaii",59054,1,2
378,"Miami",122990,1,1
290,"New York",99237,1,2
594,"Miami",96414,1,2
537,"New York",135374,1,5
247,"Chicago",59141,1,5
278,"Washington",192297,1,1
323,"New York",44611,1,2
552,"New York",120372,1,5
569,"Chicago",130939,0,0
623,"Las Vegas",65088,0,0
628,"Miami",71402,1,2
250,"Hawaii",183389,1,1
418,"Las Vegas",37818,0,0
264,"Las Vegas",98753,1,4
367,"Washington",39599,1,5
571,"Las Vegas",170938,1,2
530,"New York",87023,1,4
634,"Washington",148541,1,2
403,"Hawaii",187092,1,5
334,"Miami",94791,0,0
427,"Washington",47541,0,0
276,"Las Vegas",133002,1,5
470,"Hawaii",130906,1,5
509,"New York",181481,1,3
588,"Chicago",63499,1,3
610,"Miami",67058,0,0
264,"Chicago",30627,1,4
328,"Las Vegas",62488,1,1
348,"Miami",63677,1,3
447,"Washington",136543,1,3
527,"New York",75824,0,0
354,"New York",189776,1,4
207,"Chicago",112313,1,4
553,"Washington",87689,1,3
606,"Miami",127525,0,0
437,"Miami",120593,1,1
316,"Miami",153116,1,2
561,"Las Vegas",118761,0,0
267,"Hawaii",83837,1,2
427,"Las Vegas",96630,0,0
455,"Las Vegas",186746,1,3
466,"Miami",85783,1,3
644,"New York",138951,1,4
567,"New York",115132,1,3
313,"Hawaii",61986,0,0
306,"Hawaii",117565,0,0
230,"Las Vegas",111986,1,2
535,"Washington",37615,0,0
401,"Las Vegas",100616,1,2
220,"Hawaii",93736,1,5
596,"Washington",180015,1,5
514,"Las Vegas",28889,0,0
376,"Hawaii",64594,1,5
558,"New York",97452,0,0
527,"Washington",131570,1,4
426,"Washington",59570,0,0
594,"Miami",93717,0,0
522,"Las Vegas",152224,0,0
219,"Washington",135364,1,4
525,"Chicago",74621,0,0
527,"New York",182414,1,2
239,"New York",167737,1,2
336,"Washington",164150,1,5
451,"Miami",109211,0,0
414,"New York",193045,1,5
538,"New York",25934,0,0
644,"Miami",44683,0,0
541,"Chicago",150483,1,2
470,"Miami",35874,0,0
374,"New York",106709,1,5
556,"Las Vegas",130492,1,1
335,"Las Vegas",102332,1,4
273,"Miami",120081,1,5
313,"Miami",129665,1,1
500,"New York",184017,1,4
239,"Chicago",127244,1,5
403,"Hawaii",52178,1,2
389,"Las Vegas",186546,1,3
384,"Hawaii",119773,0,0
517,"Washington",118024,1,5
520,"Miami",146067,1,1
645,"Hawaii",96506,0,0
230,"Las Vegas",83296,1,1
300,"Miami",150477,1,3
613,"Las Vegas",34650,0,0
237,"Hawaii",165298,1,2
645,"Las Vegas",73836,0,0
644,"Las Vegas",49646,0,0
348,"New York",141698,1,5
593,"Chicago",29703,0,0
514,"Miami",172776,1,5
414,"Hawaii",124417,0,0
641,"Washington",55075,0,0
543,"New York",35148,0,0
285,"Las Vegas",153882,0,0
538,"Miami",165042,0,0
433,"Hawaii",132116,1,5
459,"Miami",198681,0,0
645,"Hawaii",165955,1,3
598,"Miami",123657,0,0
280,"New York",106936,1,2
412,"Miami",116315,1,3
574,"Hawaii",199346,1,5
502,"Washington",146909,1,1
507,"Las Vegas",120227,0,0
609,"Washington",163771,1,1
361,"Chicago",179613,1,3
230,"Miami",69280,1,4
489,"Washington",52245,0,0
221,"Miami",153359,1,2
366,"Miami",156549,1,3
607,"Chicago",171274,1,2
549,"Miami",95764,1,1
577,"Chicago",199098,1,1
337,"Las Vegas",125098,1,2
479,"Hawaii",178973,1,4
218,"Miami",89601,1,2
382,"New York",150018,0,0
556,"Miami",65631,0,0
543,"Miami",157289,0,0
592,"Las Vegas",123376,0,0
222,"New York",166460,1,4
445,"Las Vegas",54220,1,5
352,"New York",39708,0,0
291,"Miami",66953,0,0
282,"New York",178913,1,1
342,"Las Vegas",122923,0,0
644,"Hawaii",65210,0,0
242,"New York",124211,1,1
260,"Washington",138364,1,4
237,"Las Vegas",37656,1,1
294,"Las Vegas",54212,0,0
592,"Las Vegas",41380,0,0
264,"Chicago",192312,1,5
209,"Chicago",37523,1,5
217,"New York",73492,1,3
520,"Chicago",179196,0,0
439,"Chicago",51122,1,5
358,"New York",37695,1,1
563,"Las Vegas",59354,1,4
242,"Hawaii",156684,1,2
399,"Chicago",89091,1,3
384,"Washington",127715,1,3
643,"Miami",70975,0,0
391,"Las Vegas",190066,1,4
217,"Las Vegas",32328,1,3
598,"New York",103448,0,0
456,"New York",59031,1,3
646,"New York",37052,0,0
397,"New York",31734,0,0
635,"Hawaii",145442,1,2
621,"New York",146205,0,0
627,"Miami",193101,1,1
449,"Chicago",109159,0,0
626,"Hawaii",109591,0,0
270,"New York",87869,0,0
571,"Miami",142302,1,3
477,"Las Vegas",90205,1,5
346,"Las Vegas",68722,1,4
402,"New York",51530,1,5
456,"Hawaii",31567,0,0
467,"Hawaii",25360,0,0
228,"Las Vegas",27354,1,1
236,"Hawaii",104662,1,1
298,"Hawaii",167423,1,1
530,"Chicago",78642,0,0
286,"New York",185102,1,5
632,"Washington",147866,0,0
262,"Washington",77693,1,4
378,"Las Vegas",116726,1,1
615,"New York",95097,0,0
589,"New York",25480,0,0
511,"New York",86107,1,3
614,"Miami",144542,1,1
472,"Las Vegas",145339,0,0
573,"Las Vegas",74072,1,3
423,"Las Vegas",196678,1,4
308,"Washington",101428,1,1
577,"Las Vegas",191832,0,0
203,"New York",57824,1,1
565,"Hawaii",191989,1,1
574,"Miami",49953,0,0
282,"Miami",103639,1,5
370,"Hawaii",92072,0,0
210,"Las Vegas",189566,1,3
412,"Las Vegas",119609,1,1
254,"Chicago",55526,1,5
400,"Hawaii",132106,0,0
340,"Las Vegas",76099,1,5
431,"New York",110750,0,0
424,"New York",71246,0,0
248,"New York",48978,1,2
620,"Miami",116496,1,1
438,"Las Vegas",78253,1,5
532,"Chicago",186839,1,4
367,"Las Vegas",59808,0,0
539,"New York",77871,0,0
512,"Hawaii",144328,1,3
556,"Miami",170113,1,4
212,"Hawaii",174804,1,3
402,"Miami",167329,0,0
246,"Washington",114253,1,1
264,"Washington",61172,1,2
429,"Washington",160815,1,5
283,"Chicago",31958,0,0
400,"Las Vegas",128593,0,0
239,"Las Vegas",131676,1,2
386,"Las Vegas",143963,1,1
244,"Washington",34541,0,0
612,"Miami",103898,0,0
229,"New York",90475,1,1
375,"Las Vegas",173133,1,3
562,"Las Vegas",44264,0,0
373,"Washington",97701,1,4
251,"Chicago",63269,0,0
272,"Las Vegas",175522,1,2
529,"Las Vegas",118620,1,5
325,"Las Vegas",144229,1,1
646,"New York",82067,0,0
591,"Washington",49437,0,0
390,"Miami",134207,1,2
635,"Las Vegas",154265,0,0
392,"Chicago",198589,1,2
626,"New York",103813,1,5
560,"Las Vegas",183302,0,0
311,"Washington",65043,1,3
422,"New York",51195,0,0
588,"Las Vegas",154299,1,1
300,"New York",173894,1,3
241,"New York",178863,1,1
235,"Hawaii",106103,1,1
290,"New York",176678,1,3
442,"Las Vegas",107403,1,2
481,"New York",167534,1,1
351,"New York",143539,1,4
638,"Miami",116414,0,0
494,"Las Vegas",88215,0,0
437,"Miami",113735,1,5
475,"New York",86155,1,3
583,"Washington",121276,1,3
606,"New York",72607,1,2
412,"Hawaii",59658,1,1
527,"New York",123597,1,5
426,"Las Vegas",184473,1,5
592,"Las Vegas",51874,0,0
498,"Washington",158002,1,4
437,"New York",160895,0,0
626,"Hawaii",105352,1,3
557,"Washington",158805,1,5
297,"New York",150428,1,4
381,"Las Vegas",112815,1,2
381,"New York",125892,0,0
398,"Miami",147297,1,1
481,"Hawaii",198760,1,4
438,"Hawaii",106676,1,4
438,"Las Vegas",69939,1,4
260,"Las Vegas",154637,1,2
249,"Las Vegas",129941,1,4
251,"Miami",187219,1,3
403,"Washington",32076,1,5
374,"Miami",34003,1,3
539,"Las Vegas",66294,1,4
236,"Chicago",94755,0,0
393,"Chicago",99856,1,5
442,"Las Vegas",142749,1,3
441,"New York",104223,0,0
554,"Las Vegas",53774,0,0
241,"Miami",128590,1,4
285,"Washington",76839,1,5
346,"Hawaii",48692,1,2
434,"Las Vegas",95929,1,3
296,"Hawaii",60560,1,5
228,"Miami",176758,1,3
478,"Washington",105498,0,0
571,"Las Vegas",116627,0,0
353,"New York",73701,0,0
362,"Miami",32618,1,2
334,"Las Vegas",85834,0,0
622,"Miami",155167,1,2
565,"Las Vegas",51162,0,0
433,"New York",114237,1,2
424,"New York",167274,1,4
636,"Chicago",96978,0,0
639,"Chicago",155680,1,4
484,"Miami",118486,1,3
211,"New York",30980,0,0
391,"Hawaii",117938,1,3
586,"New York",71878,0,0
580,"Chicago",158348,0,0
463,"Las Vegas",31614,1,4
516,"Washington",30506,0,0
249,"Miami",132123,1,1
330,"Las Vegas",90723,1,1
460,"New York",85343,1,1
541,"Las Vegas",27059,0,0
464,"Las Vegas",88945,1,4
531,"New York",105052,0,0
387,"New York",86106,1,4
490,"Miami",115528,0,0
431,"Hawaii",110229,1,3
362,"Washington",108656,1,1
602,"New York",93682,1,5
416,"Washington",137191,1,3
493,"Miami",80903,0,0
565,"Las Vegas",71513,1,2
264,"Miami",97128,1,3
591,"New York",121591,0,0
293,"Chicago",25489,1,2
478,"Las Vegas",104054,1,5
206,"Hawaii",69840,0,0
294,"New York",188927,1,4
527,"Las Vegas",54910,0,0
549,"Washington",98616,1,5
367,"Hawaii",114682,1,4
452,"Las Vegas",54285,1,3
485,"Hawaii",140413,1,2
593,"Las Vegas",35474,0,0
466,"Las Vegas",93924,1,4
225,"Washington",124301,1,5
316,"New York",32303,0,0
303,"Chicago",115732,1,2
407,"Hawaii",105001,1,1
516,"New York",150200,1,1
573,"Hawaii",116609,1,5
240,"Miami",116880,1,1
347,"Las Vegas",92910,1,3
649,"New York",30861,1,5
479,"Miami",178425,1,2
289,"Las Vegas",101098,1,4
